,isin,text
14,SE0006993770,"Inför årsstämman den 23 mars 2022 föreslår Axfoods valberedning omval av styrelseledamöterna Mia Brunell Livfors, Fabian Bengtsson, Caroline Berg, Christian Luiga, Christer Åberg och Peter Ruzicka samt att Sara Öhrvall väljs till ny styrelseledamot.Ahead of the Annual General Meeting on 23 March 2022, the Nominating Committee of Axfood proposes the re-election of directors Mia Brunell Livfors, Fabian Bengtsson, Caroline Berg, Christian Luiga, Christer Åberg and Peter Ruzicka, and that Sara Öhrvall be elected as a new director.Axfood reports a solid third quarter with good profitability despite high comparison figures. A high tempo continues to be maintained with significant focus on investments for the future, and a few weeks ago history was made in the Swedish food retail sector with the completion of the acquisition of Bergendahls Food and partnership with City Gross.Axfood redovisar ett stabilt tredje kvartal med en bra lönsamhet trots höga jämförelsetal. Ett högt tempo upprätthålls med betydande fokus på framtidssatsningar, och för några veckor sedan skrevs dagligvaruhistoria i samband med att förvärvet av Bergendahls Food och partnerskapet med City Gross slutfördes.Axfood is continuing to focus on renewable energy. In partnership with Alight, Sweden's largest solar park is now being built. When the facility is put into operation in 2023, it will cover approximately 15 percent of Axfood's electricity consumption.Axfood invites investors, analysts and the press to a presentation of the interim report for the third quarter 2021 at 9:30 am CET on 21 October. The report will be published at 7:00 am CET the same day.Axfood bjuder in investerare, analytiker och press till en presentation av delårsrapporten för det tredje kvartalet 2021 kl 9:30 den 21 oktober. Rapporten kommer publiceras kl 7:00 samma dag.Axfood today completed its acquisition of the wholesale business Bergendahls Food as well as of the minority position in City Gross which is part of a strategic partnership. The acquisition creates economies of scale and synergies, and through greater efficiency and improvements in the assortment and logistics also benefits wholesale customers and Swedish consumers.Axfood har idag slutfört förvärvet av dels partihandelsverksamheten Bergendahls Food, dels den minoritetspost i City Gross som är en del av ett strategiskt partnerskap. Förvärvet skapar skalfördelar och synergier, och gagnar även partihandelskunder och Sveriges konsumenter genom ökad effektivitet samt sortiments- och logistikförbättringar.Axfood invites analysts, investors and the press to a Capital Markets Day to be held on 16 December 2021."
16,SE0008321921,"BE Group AB (""BE Group"") och H2 Green Steel (""H2GS"") har tecknat en avsiktsförklaring (så kallat ""term sheet"") gällande samarbete och distribution av fossilfritt stål på den nordiska marknaden. Avtalet innebär att BE Group kommer ha kapacitet att leverera stålet till sina kunder med start 2025. Det nya samarbetet är också ett viktigt steg i BE Groups ambition att på sikt kunna erbjuda ett komplett sortiment av hållbart stål. Som oberoende ståldistributör för BE Group diskussioner med flera europeiska stålproducenter.BE Group AB (""BE Group"") and H2 Green Steel (""H2GS"") have signed a letter of intent (so called ""term sheet"") regarding cooperation and distribution of fossil-free steel at the Nordic market. The agreement means that BE Group will have the capacity to deliver the steel to its customers starting from 2025. The new cooperation is also an important step in BE Group's ambition to, in the long run, offer a more complete assortment of sustainable steel. As an independent steel distributor, BE Group is having discussions with several European steel producers.Statement from the CEONormally, the third quarter is a weak quarter for BE Group, but continued higher demand combined with rising steel prices and higher gross margins means that BE Group once again provide a strong quarter. The operating margin amounted to 15.9%, which is by far the best since the stock exchange listing in 2006.VDs kommentarNormalt sett är tredje kvartalet ett svagt kvartal för BE Group, men fortsatt ökad efterfrågan i kombination med stigande stålpriser och ökade bruttomarginaler gör att BE Group levererar återigen ett starkt kvartal. Rörelsemarginalen uppgick till 15,9%, vilket med råge är den bästa sedan börsintroduktionen 2006.Valberedningens ledamöter inför årsstämma 2022 i BE Group AB (publ) har nu utsetts. Valberedningen skall bestå av fyra ledamöter, som utöver styrelsens ordförande, skall utgöras av representanter för de tre röstmässigt största ägarna i bolaget per den 31 augusti respektive år.The Nomination Committee for the Annual General Meeting of BE Group AB (publ) has been appointed. The Nomination Committee shall consist of four members, who, in addition to the Chairman of the Board of Directors, shall include representatives for each of the three largest shareholders in the Company in terms of voting rights, as of August 31 each year.BE Group's operating result for the third quarter 2021 is expected to exceed the company's profitability targets due to increased demand, higher steel prices and improved margins. Based on the Group's result up until August, the operating result including inventory gains is estimated to increase significantly and amount to at least SEK 200 M (4).BE Groups rörelseresultat för tredje kvartalet 2021 bedöms överträffa bolagets lönsamhetsmål beroende på ökande efterfrågan, stigande stålpriser och förbättrade marginaler. Baserat på koncernens resultat per augusti, uppskattas rörelseresultatet inklusive lagervinster öka väsentligt och uppgå till minst 200 MSEK (4).VDs kommentarStatement from the CEO"
17,SE0015949748,"Beijer Ref's subsidiary, Fenagy, has entered into an agreement to supply a 3,3 MW heat pump, based on the natural refrigerant CO\2,\ to Sdr. Felding Varmeværk. The order value corresponds to SEK 20 million and is the largest order ever for Fenagy, as well as Sdr. Felding's largest investment.Beijer Refs dotterbolag, Fenagy, har ingått avtal om att leverera en 3,3 megawatt (MW) värmepump, baserad på det naturliga köldmediet CO\2\, till Sdr. Felding Varmeværk. Ordervärdet motsvarar 20 miljoner kronor och är enskilt den största ordern någonsin för Fenagy och likaså Sdr. Feldings största investering.Beijer Ref AB, the global refrigeration wholesaler, announces today a leadership change of its chief financial officer (CFO) role.Beijer Ref AB, den globala kylgrossisten, meddelar idag byte av sin chief financial officer (CFO).Det globala kylgrossistföretaget Beijer Ref har tecknat avtal om att förvärva samtliga aktier i det australiensiska HVAC-distributionsbolaget Airstream.The global refrigeration wholesaler Beijer Ref has signed an agreement to acquire all the shares in the Australian distribution company Airstream.Stabil organisk tillväxtTredje kvartaletStable organic growthFrån och med gårdagens datum slutförde Beijer Ref transaktionen av Inventor A.G. S.A. Den 14 juli 2021, tecknade Beijer Ref ett bindande avtal om att förvärva 80% av aktierna i luftkonditioneringsföretaget Inventor, med option att förvärva resterande andel. Den rumänska konkurrensmyndigheten har nu utan förbehåll godkänt förvärvet av den rumänska verksamheten, således fullbordades transaktionen därefter.As of yesterday, Beijer Ref has closed and executed the transfer of Inventor A.G. S.A. On July 14, 2021, Beijer Ref signed a binding agreement to acquire 80% of the shares in the air conditioning company Inventor, with the option to acquire the remaining share. The acquisition of the Romanian business segment has been approved, without reservation, by the Romanian Competition Authority and the acquisition completed thereafter."
18,SE0011090547,"<span><span><span><span><span><span>Presentationen kommer att visas i realtid via webcast och går även att titta på i efterhand. Presentationen kommer hållas på engelska. Rapport och presentationsmaterial kommer finnas tillgängligt på Beijer Almas hemsida </span></span></span><span> beijeralma.se"" <span><span>beijeralma.se</span></span></span><span><u><span><span>/ir</span></span></u></span></span></span></span><span><span><span><span><span><span>The presentation will be webcasted live and will also be made available afterwards on-demand. The presentation will be held in English. &nbsp;The report and presentation material will be made available on Beijer Alma’s website </span></span></span><span> beijeralma.se"" <span><span>beijeralma.se</span></span></span><span><u><span><span>/ir</span></span></u></span></span></span></span><span><span>Den starka efterfrågan fortsatte under andra kvartalet och under sommaren inom de flesta kundsegment och geografier. Den höga aktivitetsnivån inom industrin har gjort att leverentörskedjorna varit ansträngda, både avseende råmaterial och komponenter. I relation till förra årets pandemipåverkade kvartal var koncernens förbättring mycket stark, med avseende på orderingång, försäljning och rörelseresultat. Kassaflödet var fortsatt på en god nivå. Orderingång och försäljning ökade även mot årets första kvartal. Rörelseresultatet påverkades negativt av dataintrånget i Habia, som trots detta blev det näst högsta i koncernens historia.</span></span><span><span>Demand remained strong in most customer segments and geographic regions during the second quarter and the summer. The high level of activity in the industry has put a strain on supply chains, both in terms of raw materials and components. The Group reported a very strong improvement in order bookings, sales and operating profit relative to the second quarter of last year, which was affected by the pandemic. Cash flow remained at a favorable level. Order bookings and sales increased also compared with the first quarter. Operating profit was negatively affected by the data intrusion at Habia, but was nonetheless the second highest in the Group’s history.</span></span><span><span><span><span><span><span>Presentationen kommer att visas i realtid via webcast och går även att titta på i efterhand. Presentationen kommer hållas på engelska. Rapport och presentationsmaterial kommer finnas tillgängligt på Beijer Almas hemsida </span></span></span><span> beijeralma.se"" <span><span>beijeralma.se</span></span></span><span><u><span><span>/ir</span></span></u></span></span></span></span><span><span><span><span><span><span>The presentation will be webcasted live and will also be made available afterwards on-demand. The presentation will be held in English. &nbsp;The report and presentation material will be made available on Beijer Alma’s website </span></span></span><span> beijeralma.se"" <span><span>beijeralma.se</span></span></span><span><u><span><span>/ir</span></span></u></span></span></span></span><span><span><span><span>S&amp;P Federnwerk GmbH is a German spring manufacturer whose customers are mainly active in the automotive and agricultural industries. The company has been part of Lesjöfors since 2013 and generated sales of approximately MSEK 110 in 2020 with about 60 employees. The decision to divest S&amp;P was made following an evaluation of various strategic alternatives for the company, as its profitability has been unsatisfactory for Lesjöfors. In connection with the divestment, a non-cash impairment expense of about MSEK 60 will be charged to Lesjöfors’ earnings for the third quarter, during which the transaction is expected to close. </span></span></span></span><span><span><span><span>S&amp;P Federnwerk GmbH är en tysk fjädertillverkare vars kunder finns främst inom fordons- och jordbruksindustrin. Bolaget har varit en del av Lesjöfors sedan 2013 och omsatte cirka 110 Mkr under 2020 med cirka 60 anställda. Beslutet att avyttra S&amp;P har tagits efter en utvärdering av olika strategiska alternativ för bolaget då dess lönsamhet inte har varit tillfredställande för Lesjöfors. I samband med avyttringen sker en icke kassaflödespåverkande nedskrivning av tillgångar om cirka 60 Mkr, vilket kommer att belasta resultatet för Lesjöfors i det tredje kvartalet då transaktionen förväntas slutföras. </span></span></span></span>"
19,SE0000671711,"&nbsp; &nbsp; &nbsp;Beijer Electronics Group AB offentliggör sin delårsrapport för januari-september 2021 tisdagen den 26 oktober 2021 kl 13.00.Beijer Electronics Group AB will publish its interim report for January-September 2021 on&nbsp;Tuesday, October 26, 2021, at 13:00 CEST.I enlighet med tidigare årsstämmobeslut har styrelseordföranden efter samråd med bolagets fyra största aktieägare sammankallat en valberedning.According to the previous AGM resolution, the Chairman of the Board has consulted with the company's four largest shareholders to form a Nomination Committee.BEIJER GROUP's business entity Westermo has won a contract worth more than 5 million&nbsp;EUR with Stadler Rail for data communications technology for Berlin U-Bahn trains.BEIJER GROUPs affärsenhet Westermo har signerat ett avtal med Stadler Rail avseende&nbsp;datakommunikationsteknologi till tåg för Berlin U-Bahn till ett värde av mer än 5 miljoner euro.Styrelsen för Beijer Electronics Group har beslutat att överlåta 8 700 stamaktier på&nbsp;Nasdaq Stockholm för kassaflödesmässig säkring av sociala avgifter kopplat till LTI 2018/2021. Överlåtelserna på Nasdaq Stockholm sker i första hand under perioden 18 augusti till den 24 september 2021.The Board of Beijer Electronics Group has resolved to execute a sale of 8,700 ordinary&nbsp;shares on Nasdaq Stockholm for cashflow hedging purposes relating to social security contributions arising as consequence of LTI 2018/2021. The sale on Nasdaq Stockholm will primarily take place during the period August 18 to September 24, 2021."
20,SE0000101297,"Stable quarter with growth and profitabilityStabilt kvartal med tillväxt och lönsamhetBergs invites analysts, investors and the media to the company's capital market day to be held on December 8, 2021, at 14.00 CET, in Stockholm, Sweden.Bergs bjuder in analytiker, investerare och media till bolagets kapitalmarknadsdag som kommer att hållas den 8 december november 2021, klockan 14.00 CET, i Stockholm, Sverige.Bergs becomes a part owner and industrial partner in the Värmland-based innovation company Wood Tube and provides the conditions for initiating production and marketing of a new innovative construction product.Bergs blir delägare och industriell partner i det värmlandsbaserade innovationsbolaget Wood Tube och skapar förutsättningar för att inleda produktion och marknadsföring av ny innovativ byggprodukt.I går, den 15 september kl 09.25, sändes ett pressmeddelande från Bergs Timber AB med felaktigt innehåll. Pressmeddelandet innehöll information om ett förvärv som kommunicerades från bolaget redan den 23 juni 2021.Yesterday, September 15 at 09.25, a press release was sent from Bergs Timber AB with incorrect content in the swedish version. The press release contained information about an acquisition that was communicated from the company on June 23, 2021.För att möta en stark efterfrågan på fönster och dörrar av trä i samband med renoveringar och nyproduktion, kommer koncernens dotterbolag Byko-Lat i Lettland att investera för att öka produktionskapaciteten.To meet strong demand for wooden windows and doors in conjunction with renovations and new production, the Group's subsidiary Byko-Lat in Latvia will make investments in increasing production capacity."
21,SE0015672282,"Yet another strong quarter driven by the sportsbookYtterligare ett starkt kvartal drivet av sportbokenDen nyvalda styrelsen för Betsson ABs har beslutat att upphäva beslutet att ersätta Pontus Lindwall som VD för bolaget.The new Board of Directors of Betsson AB has decided to withdraw the decision to replace Betsson AB CEO Pontus Lindwall.&nbsp; The Extraordinary General Meeting resolved that the Board of Directors for the period until the end of the next Annual General Meeting would consist of five members without deputies.&nbsp; Bolagsstämman beslutade att styrelsen för tiden intill slutet av nästa årsstämma skulle bestå av fem ledamöter utan suppleanter.Jan Nord, styrelseledamot i Betsson AB (publ), har meddelat styrelsen att han önskar lämna sitt uppdrag i Betsson ABs styrelse med omedelbar verkan.Jan Nord, member of the Board of Directors of Betsson AB (publ), has informed the Board that he is resigning from Betsson's Board with immediate effect.On Tuesday, 26 October 2021 at 07:30 CEST, Betsson will publish its interim report for the third quarter 2021. At 10:00 CEST the same day, Betsson invites analysts, investors and media to participate in the results presentation.Tisdagen den 26 oktober 2021 klockan 07:30 CEST publiceras Betssons delårsrapport för det tredje kvartalet 2021. Klockan 10:00 CEST samma dag bjuder Betsson in analytiker, investerare och media till att delta i presentationen av resultatet."
23,SE0000862997,"BillerudKorsnäs har idag överenskommit med det brittiska investeringsföretaget Inspirit om en avyttring av bruket i Beetham. Transaktionen genomförs idag. Köpeskillingen motsvarar ett equity value om cirka MSEK 30.&nbsp;BillerudKorsnäs has today agreed with the British investment firm Inspirit regarding the divestment of the Beetham mill. The transaction is completed today. The purchase price corresponds to an equity value of around SEK 30 million.Waste heat from production at the BillerudKorsnäs mill in Frövi will be harnessed and used to run a 20-hectare industrial estate, including Sweden's largest tomato greenhouse. This became clear when BillerudKorsnäs signed an agreement with the company WA3RM, which develops circular solutions by making use of factory waste streams such as surplus heat.Spillvärme från produktionen på BillerudKorsnäs bruk i Frövi kommer att tas tillvara och användas till driften av en cirka 20 hektar stor industrietablering, bland annat&nbsp; Sveriges största växthusodling av tomater. Det blev klart när BillerudKorsnäs tecknade ett avtal med företaget WA[3]RM, som utvecklar cirkulära lösningar genom att ta till vara på fabrikers restströmmar som tex överskottsvärme.High growth and significantly improved earnings and cash flowHög tillväxt och avsevärt förbättrat resultat och kassaflödePure Supreme is a well-established premium white-top kraftliner, optimized for offset printing. BillerudKorsnäs is now launching an upgraded version of Pure Supreme, which is more than a facelift - it could even be regarded as a new product.&nbsp; It offers excellent print results in terms of colour fidelity and lifelike image reproduction. Its strength and stiffness ensure high runnability, allowing for high-speed printing and converting processes.Pure Supreme är en väletablerad bestruken liner, optimerad för högkvalitativt offsettryck. Nu lanserar BillerudKorsnäs en uppgraderad version av Pure Supreme. Det är inte bara ett ansiktslyft - man kan se den som en helt ny produkt. Den ger ett förstaklassigt tryckresultat med utmärkt färg- och bildåtergivning. Linerns styrka, styvhet och stabilitet möjliggör hög körbarhet i höghastighetstryck och konverteringsprocesser.&nbsp;BillerudKorsnäs' interim report for the third quarter 2021 will be published on Friday 22 October at around 07.00 CET.BillerudKorsnäs delårsrapport för det tredje kvartalet 2021 kommer att publiceras fredagen den 22 oktober cirka kl 07.00."
24,SE0000470395,"Vd har ordetCEO's comments(Siffror inom parentes avser motsvarande period föregående år)(Figures in brackets refer to the year-earlier period)Från och med november 2021 kommer BioGaia att sälja sina probiotiska produkter i egen regi på den brittiska marknaden. Beslutet är en del av bolagets övergripande strategi att öka B2C-försäljningen och försäljning via egen e-handelslösning. BioGaia kommer att lansera hela sin produktportfölj på den brittiska marknaden.Beginning in November 2021, BioGaia will be selling its probiotic products under its own management in the UK market. The decision is part of the company's overall strategy of increasing B2C sales and sales via its own e-commerce solution. BioGaia will launch its entire product portfolio in the British market.CEO's commentVd har ordetI dag, den 2 juli 2021, blir BioGaia ägare till 100 procent av aktierna i MetaboGen. Tidigare hade BioGaia 92 procent av aktieinnehavet. Det slutliga uppköpet och prisbeloppet baseras på att MetaboGen har nått samtliga överenskomna milstolpar. Köpeskillingen för aktierna som BioGaia förvärvat i dag är 11&nbsp;441&nbsp;439 SEK.As per today, July 2, BioGaia becomes 100 percent shareholder of MetaboGen. Previously, BioGaia held 92 percent of the shares in MetaboGen. The complete acquisition and purchase price is a result of MetaboGen reaching all its milestones. The purchase price for the share package acquired today is SEK 11,441,439."
26,SE0000454746,"Såsom tidigare offentliggjorts har Biotage AB (publ) (""Biotage"") under oktober 2021 emitterat 781&nbsp;991 nya stamaktier i samband med genomförandet av förvärvet av ATDBio Limited.As previously announced, Biotage AB (publ) (""Biotage"") has during October 2021 issued 781,991 new ordinary shares in connection with the acquisition of ATDBio Limited.Positive development creates opportunitiesPositiv utveckling skapar möjligheterEn valberedning bestående av ledamöter utsedda av de tre största aktieägarna eller aktieägargrupperingarna och styrelseordförande, har bildats för Biotage AB i enlighet med de principer som antogs av årsstämman den 28 april 2021. Valberedningens uppgifter ska vara att inför årsstämma 2022 förbereda val av ordförande och övriga ledamöter i styrelsen, val av ordförande vid årsstämman, val av revisorer, arvodesfrågor och därtill hörande frågor.A Nomination Committee consisting of members appointed by the three largest shareholders or group of shareholders and the Chairman of the Board of Directors has been formed for Biotage AB in accordance with the principles adopted by the annual general meeting held on 28 April 2021. The Nomination Committee shall, before the Annual General Meeting 2022, prepare proposal for the election of Chairman and other members of the Board of Directors, the election of Chairman of the Annual General Meeting, election of Auditors, the determination of fees and matters pertaining thereto.Biotage AB (publ) (""Biotage"") har i dag tecknat avtal om förvärv av alla utestående aktier i det privatägda företaget ATDBio Limited (""ATDBio"") hemmahörande i Oxford och Southampton, Storbritannien, till ett totalt förvärvspris om cirka 45 MGBP på en skuldfri och kontantfri basis (vilket motsvarar cirka. 534,4 MSEK[1]) som finansieras genom en kombination av en nyemission av stamaktier i Biotage, befintlig kassa och en revolverande kreditfacilitet. Transaktionen genomfördes i samband med att avtalet om aktieförvärv ingicks.Biotage AB (publ) (""Biotage"") has today entered into an agreement to acquire all outstanding shares in the privately held company ATDBio Limited (""ATDBio"") based in Oxford and Southampton, UK, for a total purchase price of approx. 45 MGBP on a debt free and cash free basis (corresponding to approx. 534.4 MSEK[1]) financed through a combination of a share issue of new ordinary Biotage shares, cash at hand and a revolving credit facility. The transaction closed in connection with the entering into the share purchase agreement.<span><span><strong>Biotage öppnar en ny anläggning och tredubblar sin produktionskapacitet för utrustning som är avgörande i leveranskedjan för produktion av mRNA-vacciner. </strong></span></span><span><span><strong>April–juni </strong></span></span>"
